userId,movieId,rating,timestamp
429,22,1,828124615
429,150,1,828124615
429,161,1,828124615
429,165,1,828124615
429,218,1,828124615
429,222,1,828124615
429,225,1,828124615
429,227,0,828124615
429,343,0,828124615
429,349,0,828124615
429,351,1,828124615
429,420,0,828124615
429,421,1,828124615
429,432,0,828124615
429,434,1,828124615
429,468,0,828124615
429,588,1,828124615
429,590,1,828124615
429,592,1,828124615
429,595,1,828124615
429,48,1,828124616
429,60,1,828124616
429,151,1,828124616
429,168,1,828124616
429,169,0,828124616
429,185,1,828124616
429,186,1,828124616
429,195,1,828124616
429,204,1,828124616
429,207,1,828124616
429,208,0,828124616
429,234,0,828124616
429,236,1,828124616
429,237,1,828124616
429,252,1,828124616
429,256,1,828124616
429,257,1,828124616
429,261,1,828124616
429,266,1,828124616
429,270,1,828124616
429,274,1,828124616
429,276,0,828124616
429,279,0,828124616
429,281,1,828124616
429,282,1,828124616
429,289,1,828124616
429,292,1,828124616
429,294,0,828124616
429,300,1,828124616
429,315,1,828124616
429,316,0,828124616
429,317,1,828124616
429,329,0,828124616
429,339,1,828124616
429,380,1,828124616
429,381,1,828124616
429,553,0,828124616
429,164,0,828124762
107,1,1,829322340
107,2,1,829322340
107,5,1,829322340
107,11,1,829322340
107,62,1,829322340
107,104,0,829322340
107,105,1,829322340
107,140,1,829322340
107,141,1,829322340
191,1,1,829759809
191,6,1,829759809
191,16,1,829759809
191,17,1,829759809
191,21,1,829759809
191,25,1,829759809
191,32,1,829759809
191,36,1,829759809
191,52,1,829759809
191,58,1,829759809
191,85,1,829759809
191,94,1,829759809
191,95,0,829759809
191,99,1,829759809
191,111,1,829759809
191,140,0,829759809
191,494,0,829759809
191,581,1,829759809
191,608,1,829759809
191,668,1,829759809
191,720,1,829759809
191,34,1,829760897
191,39,0,829760897
191,72,1,829760897
191,110,0,829760897
191,144,1,829760897
191,148,1,829760897
191,150,0,829760897
191,153,0,829760897
191,155,1,829760897
191,158,0,829760897
191,159,0,829760897
191,160,0,829760897
191,161,0,829760897
191,162,1,829760897
191,175,1,829760897
191,213,1,829760897
191,215,1,829760897
191,223,1,829760897
191,224,1,829760897
191,229,1,829760897
191,230,1,829760897
191,235,1,829760897
191,236,0,829760897
191,237,0,829760897
191,246,1,829760897
191,347,1,829760897
191,348,1,829760897
191,417,1,829760897
191,427,0,829760897
191,468,0,829760897
191,47,1,829760898
191,50,1,829760898
191,151,1,829760898
191,178,0,829760898
191,193,0,829760898
191,194,1,829760898
191,208,0,829760898
191,261,1,829760898
191,265,1,829760898
191,269,0,829760898
191,272,1,829760898
191,281,1,829760898
191,282,0,829760898
191,283,1,829760898
191,288,0,829760898
191,292,0,829760898
191,293,1,829760898
191,296,1,829760898
191,299,1,829760898
191,300,1,829760898
191,303,0,829760898
191,306,1,829760898
191,307,1,829760898
191,308,1,829760898
191,312,0,829760898
191,314,1,829760898
191,316,0,829760898
191,318,1,829760898
191,319,1,829760898
191,337,1,829760898
191,339,0,829760898
191,380,0,829760898
191,496,1,829760898
191,673,1,829760898
99,10,1,829827514
99,22,1,829828005
99,23,1,829828005
99,122,1,829828005
99,145,1,829828005
99,150,1,829828005
99,153,1,829828005
99,160,0,829828005
99,161,0,829828005
99,163,1,829828005
99,165,1,829828005
99,225,1,829828005
99,227,0,829828005
99,228,0,829828005
99,231,1,829828005
99,344,1,829828005
99,349,1,829828005
99,413,0,829828005
99,416,1,829828005
99,420,0,829828005
99,434,0,829828005
99,435,0,829828005
99,588,1,829828005
99,592,1,829828005
99,168,1,829828006
99,196,0,829828006
99,234,0,829828006
99,236,1,829828006
99,248,0,829828006
99,252,1,829828006
99,253,1,829828006
99,256,1,829828006
99,257,1,829828006
99,259,0,829828006
99,266,1,829828006
99,276,1,829828006
99,281,1,829828006
99,282,1,829828006
99,288,0,829828006
99,292,1,829828006
99,293,1,829828006
99,296,1,829828006
99,315,0,829828006
99,318,1,829828006
99,325,0,829828006
99,204,0,829828007
99,312,0,829828007
99,316,0,829828007
99,333,1,829828007
99,337,1,829828007
99,339,1,829828007
99,380,1,829828007
99,555,1,829828007
54,150,0,830247106
54,296,0,830247106
54,590,0,830247106
54,592,0,830247106
54,1,0,830247330
54,588,0,830247330
54,161,0,830247358
54,318,1,830247358
54,329,0,830247389
54,339,0,830247389
54,595,0,830247389
54,32,0,830247417
54,205,0,830247590
54,110,0,830247832
54,194,0,830247865
54,288,0,830247887
54,17,0,830248246
54,50,0,830248246
35,150,1,830939391
35,592,1,830939391
35,316,0,830939438
35,595,0,830939438
35,231,0,830939488
35,339,1,830939488
35,21,1,830939505
35,300,1,830939505
35,185,1,830939521
35,39,0,830939546
35,266,0,830939546
35,11,1,830939577
35,50,1,830939598
35,236,1,830939695
35,235,1,830939733
35,261,1,830939733
35,62,1,830939748
35,237,0,830939834
35,222,1,830939893
35,60,1,830939912
35,342,1,830939941
35,590,1,830940157
35,252,1,830940246
468,590,1,831400405
468,150,1,831400406
468,296,0,831400406
468,380,1,831400406
468,592,0,831400406
468,153,0,831400427
468,344,0,831400427
468,349,0,831400427
468,588,0,831400427
468,1,1,831400444
468,165,0,831400444
468,318,0,831400444
468,595,1,831400444
468,161,0,831400464
468,231,0,831400464
468,434,0,831400464
468,208,0,831400480
468,253,1,831400480
468,292,1,831400480
468,300,1,831400480
468,225,1,831400499
468,32,1,831400500
468,110,1,831400500
468,185,0,831400500
468,288,0,831400500
468,39,1,831400519
468,266,1,831400519
468,317,0,831400519
468,410,0,831400519
468,47,1,831400545
468,111,0,831400545
468,160,0,831400545
468,432,0,831400545
353,296,1,831939568
353,380,0,831939568
353,590,1,831939568
353,592,1,831939568
353,153,0,831939590
353,318,1,831939590
353,344,1,831939590
353,349,1,831939590
353,588,0,831939590
353,10,0,831939669
353,165,1,831939669
353,316,0,831939669
353,595,1,831939669
353,1,1,831939685
353,161,1,831939685
353,231,1,831939685
353,434,0,831939685
353,185,1,831939699
353,253,0,831939699
353,292,1,831939699
353,110,0,831939713
353,225,0,831939713
353,288,0,831939713
353,32,1,831939731
353,34,1,831939731
353,47,1,831939731
353,266,0,831939731
353,39,0,831939750
353,160,0,831939750
353,432,0,831939750
353,19,1,831939775
353,236,0,831939775
353,420,0,831939775
353,11,1,831939792
353,315,0,831939792
353,435,0,831939792
353,186,1,831939806
353,553,1,831939806
353,173,0,831939826
353,196,0,831939826
353,158,0,831939843
353,168,0,831939843
353,204,0,831939843
353,2,1,831939875
353,25,1,831939875
353,172,0,831939875
353,293,1,831939875
353,246,1,831939897
353,256,0,831939897
353,5,0,831939914
353,223,1,831939914
353,237,1,831939914
353,333,1,831939914
353,555,1,831939934
353,6,1,831939947
353,222,0,831939970
353,22,1,831939991
353,163,0,831939991
353,216,0,831940012
353,234,0,831940012
353,431,1,831940012
353,145,0,831940036
353,280,1,831940050
353,413,0,831940050
353,112,1,831940093
353,319,1,831940108
353,70,1,831940127
353,457,1,831940127
353,267,0,831940144
353,122,0,831940167
353,593,1,831940167
353,144,1,831940193
353,198,0,831940193
353,364,1,831940209
353,328,1,831940220
353,454,1,831940220
353,229,0,831940234
353,275,0,831940260
353,367,0,831940260
353,340,0,831940286
353,509,0,831940286
353,9,0,831940313
353,442,0,831940398
353,330,0,831940409
353,585,0,831940432
353,353,0,831940468
353,180,1,831940495
353,355,0,831940569
353,69,0,831940600
353,552,0,831940625
107,150,1,832003609
107,296,0,832003609
107,380,1,832003609
107,590,1,832003609
107,153,0,832003644
107,318,1,832003644
107,344,0,832003644
107,349,1,832003644
107,165,0,832003678
107,316,0,832003678
107,329,0,832003678
107,161,1,832003700
107,253,1,832003700
107,434,0,832003700
107,231,0,832003701
107,185,1,832003754
107,292,1,832003754
107,208,0,832003755
107,110,1,832003811
107,266,1,832003845
107,410,0,832003845
107,111,1,832003891
107,160,1,832003891
107,317,1,832003891
107,432,1,832003891
40,150,1,832058854
40,296,1,832058854
40,380,0,832058854
40,590,1,832058854
40,592,1,832058854
40,153,0,832058897
40,165,1,832058897
40,344,1,832058897
40,588,1,832058897
40,316,0,832058930
40,318,1,832058930
40,329,0,832058930
40,595,0,832058930
40,1,1,832058959
40,231,0,832058959
40,339,0,832058959
40,434,0,832058959
40,208,0,832059012
40,292,0,832059012
40,300,1,832059012
40,21,1,832059053
40,110,1,832059053
40,410,0,832059053
40,34,1,832059080
40,266,1,832059080
40,317,1,832059080
40,111,1,832059116
40,432,0,832059116
40,19,0,832059137
40,236,1,832059137
40,151,1,832059189
40,337,1,832059189
40,435,0,832059189
40,17,1,832059273
40,173,1,832059273
40,186,0,832059273
40,252,1,832059273
40,553,1,832059273
40,235,1,832059293
40,265,1,832059293
40,158,1,832059315
40,168,0,832059315
40,62,1,832059339
